backend,extension_um,tip_radius_um,reference_opening_m,drive_factor_system_0,drive_factor_system_1,tau_signed_system_0_Pa,tau_signed_system_1_Pa,opening_stress_Pa,tau_over_opening_system_0,tau_over_opening_system_1,reliable,field_snapshot_hash,topology_fingerprint,source_commit,source_repository
PF,0.0,1.0,1e-05,0.8302901566190986,0.8300720666959953,574588980.1054219,-574438054.4735953,1384067851.191957,0.4151450953871855,-0.41503605042114816,True,68d955e47461ff394c7ff1187a2f3db5660547b58f3af651a95af2c79a0f74a3,9a73ac2dedb244ae21bd0570908201e341e20845473ed145a11912c35b1d4dac,9e884fb0b0845da621d2612bdf1042e481b8df49,/private/tmp/pf-v2-tensor-diagnostic
PF,0.0,2.0,1e-05,0.9231529482521859,0.922749011493723,726428312.3612237,-726110454.8509309,1573798228.5936763,0.46157652179488706,-0.46137455339479755,True,68d955e47461ff394c7ff1187a2f3db5660547b58f3af651a95af2c79a0f74a3,9a73ac2dedb244ae21bd0570908201e341e20845473ed145a11912c35b1d4dac,9e884fb0b0845da621d2612bdf1042e481b8df49,/private/tmp/pf-v2-tensor-diagnostic
PF,0.0,4.0,1e-05,1.0011720666443602,0.9999550605759084,893262030.8729713,-892176198.2289048,1784431884.1419628,0.5005862307277102,-0.4999777274535219,True,68d955e47461ff394c7ff1187a2f3db5660547b58f3af651a95af2c79a0f74a3,9a73ac2dedb244ae21bd0570908201e341e20845473ed145a11912c35b1d4dac,9e884fb0b0845da621d2612bdf1042e481b8df49,/private/tmp/pf-v2-tensor-diagnostic
PF,0.0,8.0,1e-05,0.9938493711236766,0.9919087462538233,962089937.9785553,-960211327.6831483,1936084989.9237785,0.49692546710794533,-0.4959551531469446,True,68d955e47461ff394c7ff1187a2f3db5660547b58f3af651a95af2c79a0f74a3,9a73ac2dedb244ae21bd0570908201e341e20845473ed145a11912c35b1d4dac,9e884fb0b0845da621d2612bdf1042e481b8df49,/private/tmp/pf-v2-tensor-diagnostic
PF,0.0,12.0,1e-05,0.9983496573439843,0.9944318332716042,997879619.926746,-993963640.4224435,1999051489.467114,0.49917654706970566,-0.4972176282900066,True,68d955e47461ff394c7ff1187a2f3db5660547b58f3af651a95af2c79a0f74a3,9a73ac2dedb244ae21bd0570908201e341e20845473ed145a11912c35b1d4dac,9e884fb0b0845da621d2612bdf1042e481b8df49,/private/tmp/pf-v2-tensor-diagnostic
PF,0.0,25.0,1e-05,1.042382701229575,1.034521434422681,1041359881.4067501,-1033506328.3306319,1998016834.5819733,0.5211967503890548,-0.517266076262497,True,68d955e47461ff394c7ff1187a2f3db5660547b58f3af651a95af2c79a0f74a3,9a73ac2dedb244ae21bd0570908201e341e20845473ed145a11912c35b1d4dac,9e884fb0b0845da621d2612bdf1042e481b8df49,/private/tmp/pf-v2-tensor-diagnostic
PF,0.0,50.0,1e-05,0.870387324047129,0.8724167820302293,865842258.8119916,-867861119.1925415,1989525594.496799,0.43520036193904044,-0.4362151065525977,True,68d955e47461ff394c7ff1187a2f3db5660547b58f3af651a95af2c79a0f74a3,9a73ac2dedb244ae21bd0570908201e341e20845473ed145a11912c35b1d4dac,9e884fb0b0845da621d2612bdf1042e481b8df49,/private/tmp/pf-v2-tensor-diagnostic
PF,0.0,100.0,1e-05,1.0353220007498776,0.9707114288823697,747029374.1625971,-700410066.322608,1443085742.151176,0.5176611148891381,-0.4853558218089815,True,68d955e47461ff394c7ff1187a2f3db5660547b58f3af651a95af2c79a0f74a3,9a73ac2dedb244ae21bd0570908201e341e20845473ed145a11912c35b1d4dac,9e884fb0b0845da621d2612bdf1042e481b8df49,/private/tmp/pf-v2-tensor-diagnostic
PF,0.0,150.0,1e-05,0.9660893310345773,0.9870015437823064,644966637.1318287,-658927747.246195,1335211078.0080714,0.48304470188640075,-0.4935008090475203,True,68d955e47461ff394c7ff1187a2f3db5660547b58f3af651a95af2c79a0f74a3,9a73ac2dedb244ae21bd0570908201e341e20845473ed145a11912c35b1d4dac,9e884fb0b0845da621d2612bdf1042e481b8df49,/private/tmp/pf-v2-tensor-diagnostic
PF,0.0,200.0,1e-05,0.9803961851170716,0.9941918903211261,621906492.5440859,-630657687.9953424,1268683445.4966457,0.4901983191722274,-0.49709617496306313,True,68d955e47461ff394c7ff1187a2f3db5660547b58f3af651a95af2c79a0f74a3,9a73ac2dedb244ae21bd0570908201e341e20845473ed145a11912c35b1d4dac,9e884fb0b0845da621d2612bdf1042e481b8df49,/private/tmp/pf-v2-tensor-diagnostic
PF,0.0,300.0,1e-05,0.9994366705305028,1.003737582163727,601181861.5783323,-603768949.0230758,1203032885.8546708,0.4997218851180736,-0.5018723562108945,True,68d955e47461ff394c7ff1187a2f3db5660547b58f3af651a95af2c79a0f74a3,9a73ac2dedb244ae21bd0570908201e341e20845473ed145a11912c35b1d4dac,9e884fb0b0845da621d2612bdf1042e481b8df49,/private/tmp/pf-v2-tensor-diagnostic
